,x,y
410,753.90625,1285.15625
472,734.375,1179.6875
1070,519.53125,875.0
1971,730.46875,1074.21875
2116,691.40625,1109.375
1340,167.96875,917.96875
303,722.65625,1187.5
2015,699.21875,1113.28125
1523,707.03125,1070.3125
1882,738.28125,1113.28125
1431,773.4375,1109.375
1650,750.0,1046.875
221,699.21875,1132.8125
1165,718.75,1078.125
720,683.59375,1140.625
1025,769.53125,1101.5625
614,722.65625,1164.0625
1979,707.03125,1089.84375
1245,726.5625,1070.3125
621,753.90625,1121.09375
1970,738.28125,1074.21875
1032,769.53125,1109.375
1255,738.28125,1085.9375
1142,714.84375,1085.9375
1924,710.9375,1117.1875
765,789.0625,1117.1875
1930,707.03125,1113.28125
23,761.71875,1125.0
1084,738.28125,1062.5
560,773.4375,1109.375
844,789.0625,1128.90625
1874,742.1875,1109.375
1771,734.375,1121.09375
752,789.0625,1101.5625
233,699.21875,1152.34375
723,738.28125,1125.0
166,718.75,1160.15625
742,789.0625,1101.5625
1729,753.90625,1089.84375
118,687.5,1097.65625
526,722.65625,1234.375
585,761.71875,1121.09375
1551,710.9375,1089.84375
475,730.46875,1183.59375
674,750.0,1113.28125
199,691.40625,1085.9375
1800,699.21875,1136.71875
1753,164.0625,769.53125
517,734.375,1242.1875
328,718.75,1230.46875
997,773.4375,1109.375
444,722.65625,1152.34375
295,722.65625,1164.0625
597,761.71875,1121.09375
366,742.1875,1199.21875
941,773.4375,1160.15625
751,792.96875,1109.375
975,777.34375,1117.1875
1111,710.9375,1027.34375
1438,769.53125,1105.46875
1631,773.4375,1035.15625
657,757.8125,1105.46875
352,730.46875,1171.875
1308,726.5625,1117.1875
1268,746.09375,1105.46875
421,750.0,1273.4375
2081,734.375,1152.34375
1830,699.21875,1136.71875
2038,687.5,1125.0
1762,812.5,1179.6875
1821,679.6875,1140.625
453,734.375,1152.34375
830,785.15625,1175.78125
1875,746.09375,1101.5625
1757,804.6875,1261.71875
639,750.0,1097.65625
1680,738.28125,1078.125
1444,789.0625,1089.84375
931,781.25,1144.53125
1214,218.75,785.15625
841,773.4375,1140.625
965,781.25,1128.90625
1595,742.1875,1078.125
710,765.625,1144.53125
1374,746.09375,1050.78125
1539,710.9375,1082.03125
1279,742.1875,1101.5625
116,687.5,1085.9375
1317,753.90625,1093.75
667,746.09375,1109.375
1978,710.9375,1089.84375
2133,699.21875,1117.1875
1951,769.53125,1085.9375
115,691.40625,1085.9375
45,730.46875,1140.625
1357,726.5625,1019.53125
299,722.65625,1175.78125
890,769.53125,1117.1875
896,773.4375,1136.71875
1250,730.46875,1089.84375
432,761.71875,1242.1875
1341,355.46875,812.5
1482,707.03125,1050.78125
227,699.21875,1140.625
839,777.34375,1140.625
1600,738.28125,1074.21875
1766,722.65625,1113.28125
1958,761.71875,1089.84375
1359,726.5625,1000.0
62,699.21875,1152.34375
507,730.46875,1238.28125
1791,707.03125,1136.71875
412,753.90625,1289.0625
217,699.21875,1121.09375
584,773.4375,1117.1875
991,769.53125,1109.375
1695,738.28125,1085.9375
417,753.90625,1289.0625
1808,675.78125,1152.34375
698,753.90625,1128.90625
806,781.25,1156.25
182,691.40625,1050.78125
703,757.8125,1132.8125
626,750.0,1101.5625
1158,714.84375,1066.40625
1083,734.375,1074.21875
600,757.8125,1125.0
1132,710.9375,1070.3125
929,781.25,1140.625
1490,691.40625,1023.4375
1199,730.46875,1089.84375
1223,742.1875,1082.03125
136,695.3125,1109.375
192,695.3125,1062.5
1335,730.46875,1050.78125
659,757.8125,1105.46875
143,703.125,1121.09375
1698,738.28125,1085.9375
284,718.75,1152.34375
1286,746.09375,1101.5625
1820,687.5,1136.71875
1736,750.0,1082.03125
489,730.46875,1214.84375
268,710.9375,1136.71875
807,785.15625,1156.25
426,742.1875,1273.4375
121,699.21875,1097.65625
834,757.8125,1183.59375
506,730.46875,1238.28125
1365,726.5625,1023.4375
1131,703.125,1097.65625
1694,742.1875,1082.03125
1055,792.96875,1128.90625
1484,703.125,1042.96875
1967,753.90625,1074.21875
1840,843.75,1203.125
782,785.15625,1128.90625
1836,683.59375,1195.3125
1415,773.4375,1128.90625
172,687.5,1082.03125
161,710.9375,1148.4375
470,726.5625,1175.78125
1307,746.09375,1101.5625
1839,726.5625,1125.0
1908,714.84375,1109.375
951,781.25,1164.0625
18,761.71875,1121.09375
19,765.625,1117.1875
1541,710.9375,1085.9375
797,789.0625,1148.4375
