,x,y
1,269.53125,2265.625
2,257.8125,2261.71875
8,316.40625,1921.875
13,339.84375,1910.15625
18,371.09375,1882.8125
20,367.1875,1890.625
21,378.90625,1898.4375
26,382.8125,2277.34375
27,390.625,2281.25
34,390.625,2269.53125
36,390.625,2269.53125
38,402.34375,2269.53125
47,390.625,2246.09375
48,398.4375,2257.8125
59,402.34375,2246.09375
60,402.34375,2250.0
61,398.4375,2246.09375
63,402.34375,2246.09375
65,398.4375,2246.09375
66,402.34375,2238.28125
67,398.4375,2238.28125
68,398.4375,2230.46875
78,394.53125,2246.09375
81,398.4375,2253.90625
85,398.4375,2253.90625
86,390.625,2238.28125
87,398.4375,2250.0
88,386.71875,2238.28125
97,390.625,2250.0
98,386.71875,2253.90625
105,390.625,2246.09375
111,3.90625,417.96875
113,437.5,1097.65625
115,406.25,2265.625
116,378.90625,2242.1875
120,371.09375,1925.78125
124,390.625,1941.40625
128,402.34375,1937.5
134,421.875,1941.40625
140,429.6875,1957.03125
141,421.875,1964.84375
153,429.6875,1992.1875
155,425.78125,2003.90625
157,425.78125,2003.90625
162,414.0625,2015.625
163,421.875,2019.53125
167,414.0625,2031.25
168,410.15625,2027.34375
174,425.78125,2031.25
175,425.78125,2035.15625
180,417.96875,2019.53125
182,421.875,2031.25
184,425.78125,2031.25
194,417.96875,2003.90625
195,429.6875,2003.90625
197,429.6875,1960.9375
198,316.40625,2058.59375
200,355.46875,2058.59375
202,351.5625,2046.875
204,371.09375,2046.875
211,406.25,2019.53125
212,410.15625,2015.625
213,414.0625,2015.625
216,425.78125,2015.625
219,421.875,2019.53125
222,421.875,2015.625
223,417.96875,2015.625
226,445.3125,2019.53125
230,437.5,2023.4375
234,441.40625,2027.34375
238,437.5,2031.25
242,433.59375,2031.25
243,429.6875,2035.15625
248,437.5,2039.0625
249,433.59375,2039.0625
251,429.6875,2042.96875
252,433.59375,2042.96875
253,429.6875,2042.96875
256,421.875,2039.0625
257,421.875,2039.0625
258,421.875,2039.0625
260,425.78125,2039.0625
264,421.875,2039.0625
265,433.59375,2039.0625
270,421.875,2039.0625
272,429.6875,2039.0625
278,449.21875,2035.15625
279,441.40625,2031.25
288,453.125,1976.5625
297,371.09375,2000.0
302,394.53125,1980.46875
304,398.4375,1980.46875
305,398.4375,1984.375
307,414.0625,1984.375
308,398.4375,1988.28125
309,417.96875,1992.1875
313,410.15625,2003.90625
314,414.0625,2003.90625
315,421.875,2003.90625
318,406.25,2000.0
319,429.6875,2003.90625
320,445.3125,2000.0
328,429.6875,2011.71875
333,433.59375,2019.53125
335,410.15625,2015.625
336,449.21875,2019.53125
338,433.59375,2023.4375
343,425.78125,2023.4375
347,421.875,2027.34375
348,425.78125,2027.34375
351,425.78125,2035.15625
352,429.6875,2035.15625
355,417.96875,2039.0625
356,417.96875,2039.0625
357,417.96875,2039.0625
361,417.96875,2046.875
366,414.0625,2050.78125
371,417.96875,2050.78125
374,421.875,2050.78125
378,421.875,2046.875
379,421.875,2042.96875
389,453.125,2015.625
394,492.1875,1910.15625
395,503.90625,1839.84375
396,363.28125,1929.6875
401,378.90625,1976.5625
405,398.4375,1980.46875
413,445.3125,1992.1875
414,433.59375,1996.09375
416,425.78125,1996.09375
418,425.78125,1996.09375
419,421.875,1996.09375
431,421.875,2019.53125
432,417.96875,2019.53125
435,417.96875,2019.53125
437,441.40625,2023.4375
438,429.6875,2023.4375
440,441.40625,2027.34375
447,476.5625,2023.4375
450,480.46875,2019.53125
451,464.84375,2023.4375
457,476.5625,2019.53125
463,464.84375,2019.53125
465,457.03125,2019.53125
466,460.9375,2023.4375
471,460.9375,2019.53125
474,468.75,2019.53125
476,464.84375,2015.625
480,480.46875,2019.53125
481,480.46875,2023.4375
482,484.375,2023.4375
484,492.1875,2023.4375
489,488.28125,2023.4375
491,488.28125,2023.4375
492,480.46875,2015.625
495,492.1875,2007.8125
497,484.375,1988.28125
499,500.0,1976.5625
500,507.8125,1949.21875
506,355.46875,2101.5625
509,363.28125,2101.5625
511,359.375,2085.9375
516,394.53125,2070.3125
520,414.0625,2070.3125
522,402.34375,2054.6875
532,421.875,2062.5
536,421.875,2058.59375
543,445.3125,2054.6875
547,441.40625,2042.96875
549,449.21875,2046.875
