,x,y
3,238.28125,2402.34375
4,261.71875,2343.75
9,289.0625,1898.4375
12,250.0,2328.125
13,308.59375,2433.59375
22,269.53125,2367.1875
25,269.53125,2378.90625
30,261.71875,2375.0
38,250.0,2390.625
42,261.71875,2375.0
43,269.53125,2375.0
44,253.90625,2371.09375
46,269.53125,2371.09375
53,265.625,2371.09375
54,261.71875,2363.28125
59,261.71875,2355.46875
60,261.71875,2351.5625
68,257.8125,2363.28125
69,269.53125,2359.375
74,269.53125,2359.375
75,261.71875,2355.46875
78,261.71875,2347.65625
82,261.71875,2335.9375
84,261.71875,2328.125
89,261.71875,2347.65625
92,257.8125,2339.84375
96,281.25,2312.5
98,273.4375,2324.21875
100,269.53125,2300.78125
102,304.6875,2281.25
103,253.90625,2300.78125
104,273.4375,2281.25
113,277.34375,2261.71875
115,355.46875,2480.46875
130,296.875,2183.59375
132,312.5,2179.6875
137,300.78125,2199.21875
139,296.875,2195.3125
141,300.78125,2199.21875
143,300.78125,2203.125
149,304.6875,2234.375
155,304.6875,2238.28125
156,285.15625,2230.46875
159,300.78125,2242.1875
161,304.6875,2250.0
163,296.875,2253.90625
164,300.78125,2253.90625
166,304.6875,2257.8125
170,312.5,2253.90625
171,292.96875,2250.0
176,312.5,2250.0
177,289.0625,2250.0
178,300.78125,2253.90625
188,304.6875,2207.03125
191,164.0625,2066.40625
193,324.21875,2101.5625
199,328.125,2140.625
205,328.125,2144.53125
206,324.21875,2148.4375
207,324.21875,2152.34375
212,324.21875,2175.78125
217,320.3125,2175.78125
218,316.40625,2175.78125
223,328.125,2191.40625
226,320.3125,2191.40625
228,320.3125,2199.21875
230,320.3125,2199.21875
239,312.5,2203.125
241,320.3125,2207.03125
242,316.40625,2203.125
245,312.5,2203.125
253,320.3125,2199.21875
257,339.84375,2203.125
258,316.40625,2203.125
260,308.59375,2210.9375
262,324.21875,2218.75
268,320.3125,2230.46875
272,347.65625,2226.5625
273,328.125,2210.9375
