,x,y
373,417.96875,2050.78125
2152,398.4375,2222.65625
181,425.78125,2031.25
1702,417.96875,2031.25
397,363.28125,1949.21875
736,468.75,2082.03125
15,355.46875,1894.53125
441,425.78125,2023.4375
1716,410.15625,2027.34375
920,457.03125,2070.3125
2167,410.15625,789.0625
1626,421.875,2054.6875
52,398.4375,2257.8125
881,468.75,2082.03125
1657,417.96875,2062.5
24,382.8125,2285.15625
1216,421.875,2113.28125
765,480.46875,2078.125
1344,437.5,2054.6875
1729,363.28125,2132.8125
1997,406.25,2230.46875
596,476.5625,2042.96875
144,425.78125,1968.75
1119,488.28125,2058.59375
479,472.65625,2019.53125
273,429.6875,2042.96875
1588,382.8125,2101.5625
915,472.65625,2074.21875
1728,371.09375,2128.90625
2073,296.875,2250.0
919,460.9375,2078.125
1203,417.96875,2144.53125
1625,425.78125,2046.875
787,519.53125,2070.3125
1389,449.21875,2058.59375
1017,500.0,2089.84375
1470,441.40625,2132.8125
2025,398.4375,2207.03125
2020,398.4375,2203.125
1558,445.3125,2054.6875
208,394.53125,2023.4375
1641,417.96875,2089.84375
454,472.65625,2019.53125
426,425.78125,1996.09375
1376,460.9375,2070.3125
1141,300.78125,2109.375
1048,468.75,2093.75
743,468.75,2074.21875
64,398.4375,2238.28125
1195,414.0625,2132.8125
1623,421.875,2058.59375
1419,414.0625,2058.59375
1257,441.40625,2062.5
2239,390.625,2246.09375
1694,417.96875,2027.34375
1501,449.21875,2085.9375
1182,410.15625,2125.0
439,421.875,2023.4375
505,324.21875,2097.65625
218,425.78125,2015.625
1093,464.84375,2078.125
464,460.9375,2019.53125
947,480.46875,2093.75
1551,453.125,2085.9375
790,519.53125,2070.3125
2028,398.4375,2210.9375
41,390.625,2253.90625
989,492.1875,2097.65625
1612,421.875,2085.9375
590,472.65625,2039.0625
1513,437.5,2089.84375
655,429.6875,2125.0
1466,460.9375,2136.71875
871,472.65625,2097.65625
1439,375.0,2144.53125
29,386.71875,2281.25
1637,441.40625,2066.40625
761,457.03125,2066.40625
1726,367.1875,2125.0
1377,457.03125,2066.40625
1898,355.46875,2289.0625
1083,480.46875,2082.03125
2205,339.84375,2281.25
1451,402.34375,2140.625
147,425.78125,1976.5625
744,468.75,2082.03125
2131,402.34375,2257.8125
1173,394.53125,2128.90625
1246,437.5,2082.03125
1765,425.78125,2128.90625
1291,441.40625,2023.4375
284,441.40625,2011.71875
1904,351.5625,2281.25
620,437.5,2097.65625
1544,441.40625,2121.09375
841,449.21875,2109.375
1255,433.59375,2062.5
1239,441.40625,2093.75
1921,355.46875,2246.09375
1958,1410.15625,1996.09375
1630,437.5,2058.59375
210,406.25,2027.34375
617,457.03125,2050.78125
1512,453.125,2093.75
1759,421.875,2109.375
1840,425.78125,2113.28125
1385,460.9375,2054.6875
7,292.96875,1933.59375
649,464.84375,2125.0
104,390.625,2250.0
1033,464.84375,2089.84375
799,515.625,2050.78125
941,480.46875,2085.9375
1148,332.03125,2144.53125
453,433.59375,2011.71875
1902,359.375,2289.0625
507,335.9375,2093.75
856,460.9375,2097.65625
756,472.65625,2078.125
325,437.5,2011.71875
1667,421.875,2062.5
109,433.59375,953.125
1262,433.59375,2054.6875
551,449.21875,2042.96875
1605,402.34375,2085.9375
1850,425.78125,2054.6875
2136,406.25,2246.09375
1755,414.0625,2148.4375
217,425.78125,2015.625
801,531.25,2050.78125
1003,488.28125,2093.75
1222,429.6875,2105.46875
540,464.84375,2054.6875
227,421.875,2011.71875
860,484.375,2105.46875
932,437.5,2085.9375
1982,386.71875,2257.8125
311,417.96875,2000.0
381,425.78125,2050.78125
972,472.65625,2085.9375
1266,437.5,2046.875
330,421.875,2015.625
1795,429.6875,2148.4375
390,449.21875,1996.09375
233,429.6875,2019.53125
2024,394.53125,2203.125
2067,261.71875,2273.4375
1927,363.28125,2210.9375
654,433.59375,2121.09375
1915,359.375,2246.09375
2013,402.34375,2218.75
584,468.75,2027.34375
501,511.71875,1921.875
224,414.0625,2015.625
1384,457.03125,2062.5
215,417.96875,2015.625
360,417.96875,2042.96875
402,375.0,1968.75
1447,410.15625,2144.53125
1549,449.21875,2105.46875
1956,394.53125,2285.15625
1741,386.71875,2136.71875
1394,441.40625,2062.5
781,519.53125,2078.125
1165,402.34375,2125.0
143,425.78125,1960.9375
1307,308.59375,2058.59375
958,464.84375,2093.75
2080,324.21875,2269.53125
483,480.46875,2015.625
855,457.03125,2105.46875
1862,425.78125,2050.78125
714,468.75,2085.9375
749,468.75,2074.21875
862,476.5625,2101.5625
890,449.21875,2066.40625
10,328.125,1906.25
80,394.53125,2250.0
1127,480.46875,2050.78125
818,445.3125,2113.28125
2251,386.71875,2246.09375
2132,406.25,2253.90625
1335,398.4375,2089.84375
1909,355.46875,2292.96875
1397,445.3125,2074.21875
1621,414.0625,2054.6875
1075,492.1875,2089.84375
559,457.03125,2042.96875
1402,449.21875,2058.59375
1448,421.875,2152.34375
1034,464.84375,2089.84375
957,457.03125,2093.75
1883,324.21875,2292.96875
1938,359.375,2203.125
130,382.8125,1933.59375
1076,480.46875,2089.84375
35,390.625,2265.625
1035,460.9375,2089.84375
1959,289.0625,2000.0
2087,359.375,2273.4375
1042,472.65625,2093.75
1227,437.5,2101.5625
1317,375.0,2074.21875
2211,355.46875,2285.15625
2230,382.8125,2253.90625
1688,449.21875,2015.625
2079,3.90625,375.0
1671,441.40625,2039.0625
1054,437.5,2082.03125
1524,441.40625,2105.46875
2192,281.25,1781.25
372,417.96875,2050.78125
443,449.21875,2027.34375
2219,367.1875,2273.4375
2176,355.46875,2257.8125
281,449.21875,2031.25
1304,308.59375,1960.9375
706,468.75,2082.03125
382,437.5,2054.6875
1770,433.59375,2117.1875
2004,398.4375,2230.46875
2101,390.625,2261.71875
488,464.84375,2019.53125
2254,394.53125,2265.625
815,445.3125,2097.65625
1242,425.78125,2085.9375
719,476.5625,2089.84375
275,437.5,2035.15625
1647,425.78125,2105.46875
876,468.75,2093.75
2026,394.53125,2207.03125
909,500.0,2054.6875
768,472.65625,2074.21875
1155,371.09375,2121.09375
535,421.875,2062.5
398,359.375,1960.9375
1906,351.5625,2292.96875
23,382.8125,2292.96875
1648,410.15625,2101.5625
1710,410.15625,2027.34375
990,496.09375,2101.5625
1937,363.28125,2214.84375
1209,421.875,2144.53125
803,488.28125,2023.4375
179,429.6875,2031.25
12,335.9375,1175.78125
585,468.75,2031.25
1685,425.78125,2027.34375
994,484.375,2097.65625
2018,394.53125,2218.75
239,437.5,2031.25
877,484.375,2089.84375
1027,472.65625,2078.125
1282,421.875,2031.25
