,x,y
438,-1.4778,-1.3617
121,-2.9519,-3.4579
172,-0.06893,7.0639
46,-2.0498,0.25306
283,0.54985,-1.8239
11,0.82635,2.2685
418,-1.1926,1.2477
328,-2.2608,1.5718
490,0.027536,3.2948
422,-0.25555,0.41745
495,0.29237,-0.13298
93,1.4768,2.4942
461,-2.235,0.34285
13,-3.3067,-0.048739
104,-2.1169,1.8089
466,-3.8773,-0.89063
197,0.34285,3.8497
300,-0.61742,4.8601
233,-1.0519,6.2832
235,-1.4967,0.81471
443,-2.6379,0.56301
58,-2.0852,1.3572
295,-1.2373,1.7048
234,-2.8314,2.3349
241,-1.1877,3.8544
263,0.0692,4.9186
360,0.50648,0.45226
388,-0.044431,2.8614
92,0.1717,4.7913
332,-1.3453,3.2964
35,0.68614,0.18117
451,-1.6417,1.2637
350,-2.3927,-3.3062
136,-3.0125,5.1727
366,-3.9889,-0.9697
141,-3.6767,3.6762
277,-1.768,6.2196
389,0.22228,-1.9218
101,0.21042,2.2556
259,0.42707,2.2738
306,-0.13364,6.3038
286,-1.278,0.48695
384,-1.3034,5.6386
303,-0.22119,7.815
464,0.15683,0.86474
134,-2.4739,-0.99066
444,-1.1909,0.099741
152,0.038415,4.9069
309,0.50693,5.787
192,-3.5351,-1.2619
431,-1.5392,-0.18219
143,-2.5232,2.5192
39,-0.82127,3.4704
373,0.1321,9.6478
94,0.39697,4.7711
376,-2.1269,-2.8701
102,0.19582,5.6328
239,-2.6874,-4.3997
59,-0.2258,1.4604
38,-0.24971,0.099057
23,-1.564,-1.449
499,-0.8969,-1.4636
127,-4.3943,-5.3013
409,-1.2451,4.3873
43,-3.3119,-0.42383
230,-1.1992,2.9432
9,0.91677,-2.3395
201,-4.1661,-2.8836
262,-0.15697,2.3479
165,-0.96753,3.363
377,-1.3503,5.8156
488,-3.3956,2.9469
139,-0.15835,2.5306
349,0.36869,1.3414
292,-1.3279,3.8483
52,-0.38985,4.7273
45,1.2504,1.275
100,-1.6345,2.0566
218,-1.5837,2.0059
110,0.40823,3.6627
88,-0.35886,0.23339
302,-1.6618,2.5061
379,-1.7402,0.99648
256,-0.27943,0.3611
120,-1.6271,-0.83232
397,-0.82558,1.9973
494,-2.4357,-0.044558
416,-1.3866,4.1966
491,1.0387,8.8879
274,1.0403,5.2364
403,0.087675,-1.7932
396,1.6552,5.1182
109,-3.1412,-2.66
347,-0.36364,5.4632
401,-1.287,-1.5205
217,-0.051224,4.031
482,-0.26556,1.0215
480,0.39741,3.951
432,0.35352,8.6589
67,-0.22143,5.7666
317,-2.4263,-3.8639
130,-0.28658,1.8491
177,-1.4197,1.9399
248,-1.2643,-3.2443
469,-1.7768,2.389
183,-1.4888,0.60809
260,-0.44339,1.3932
171,-1.8571,4.6231
299,1.0001,7.9433
319,-2.9491,-3.6315
174,-1.0349,0.64657
111,-1.7622,4.1546
244,1.1066,4.249
105,-1.6416,0.087816
308,1.283,4.4013
115,-0.38496,0.9691
404,-3.7729,2.4033
32,-1.8139,6.2789
285,-3.5826,3.323
71,-0.93298,-0.94634
341,-0.33566,-0.73647
1,-0.7276,0.58344
425,-2.644,0.39518
194,-2.4946,-1.2659
170,-0.30788,2.0172
62,0.070628,5.526
96,1.6297,5.4127
236,0.7336,-0.37216
137,-1.0287,5.2592
155,-1.9677,-3.9184
12,-1.7939,-0.45074
131,1.9307,3.9468
382,0.83881,3.9729
441,0.62819,4.0287
28,-0.97853,3.2835
417,-0.8025,1.7272
455,-0.69388,-1.4768
144,1.1259,6.6419
478,0.3165,-2.3326
486,-0.73721,5.9898
112,-2.9494,0.63135
10,-2.8112,-0.75651
50,-1.6667,2.6724
169,1.713,7.3551
61,-1.6747,2.1922
48,-0.63209,-0.62128
150,-1.1268,2.9494
162,0.40981,4.8018
227,-2.003,4.6748
181,-0.9045,1.2174
34,0.72758,3.5675
335,0.082187,3.1061
8,-0.092512,3.0123
24,-1.5699,2.9704
385,-2.5625,-0.94402
159,-2.9269,2.0359
49,-0.68777,-2.4712
19,-2.4787,3.8009
433,0.41613,4.7156
78,-1.0048,-0.99895
206,-2.6186,-0.91123
440,-2.6754,5.7336
346,-1.4398,-4.9679
329,-0.56139,0.4242
492,-2.2701,0.6947
178,-0.89504,-2.1445
185,-1.1788,0.3397
424,-2.8479,3.5197
83,-0.28005,1.8161
457,-1.3777,0.39484
298,-3.2693,-0.026734
85,-0.32066,8.0952
497,-2.8164,2.23
394,0.23513,-1.0576
369,-1.1981,4.7594
7,-1.6857,-4.5975
73,-2.3955,2.8089
142,-0.071485,3.3826
106,-2.4016,1.5768
89,0.048537,5.1044
188,-1.1223,1.2828
363,0.89807,4.7808
200,-0.90691,0.027051
64,-2.1503,3.0051
257,0.049373,-1.7442
496,-2.8222,-5.2253
423,-1.2334,-5.8268
410,-0.99695,0.66311
442,1.5934,4.2642
304,-0.18505,-2.6266
238,-4.1128,2.7892
368,-0.7561,1.8259
133,-1.2305,8.0346
315,0.9575,0.67882
70,-0.34239,0.028686
321,-1.2067,5.4907
345,1.2083,4.892
330,0.87117,4.5659
56,-1.8806,-2.1531
498,-0.48128,0.55263
414,0.011285,3.6622
243,-2.1501,0.14961
326,-2.6863,-0.16394
226,-3.4266,-0.53393
57,-1.4944,1.4165
493,0.47872,5.8541
203,-2.1115,0.63113
54,-1.1711,4.9891
237,-0.018997,2.8821
270,1.1299,-1.0372
449,-1.0928,6.2894
367,-1.7627,1.75
225,0.2753,3.0088
316,-0.29915,-4.1367
375,-0.20453,-1.6416
229,-1.799,-1.1908
80,-3.3876,-1.3647
75,-4.3046,4.5508
324,-0.0021258,7.2256
190,-0.67748,3.2118
351,-0.37289,0.5644
406,-1.6303,1.5754
284,-0.9625,1.3529
216,1.954,1.6491
390,-4.3012,5.4854
209,-0.32298,-0.11614
250,-2.9994,1.3534
411,-0.73723,-3.7928
20,-1.2513,1.3734
15,-1.7598,-0.59249
323,-1.8596,-2.6663
160,-1.7222,-2.8389
191,0.21058,5.4395
374,-1.5204,2.6983
33,-1.0785,1.0039
202,-3.5996,-2.3162
196,0.25323,3.47
458,0.036886,8.5988
4,-2.4081,0.8191
179,-1.0665,4.9273
471,-1.4517,-1.3922
65,-2.083,3.3244
278,2.6535,3.3781
176,-2.4972,-0.71271
434,-1.2809,-0.24522
6,-3.9966,-0.664
342,-1.4165,7.1936
429,-1.4413,1.8467
268,0.93857,5.7879
290,-0.67376,2.4368
358,0.61759,9.2386
220,-2.7373,-2.4625
153,-1.8295,1.1244
475,0.21637,7.3002
473,-2.7636,2.8595
484,-0.72319,-0.92949
163,-1.626,5.5972
279,-1.5893,-0.38468
258,-0.89444,1.0233
459,0.027397,9.0559
215,-0.91708,2.2628
365,-2.095,1.9012
175,0.82766,-0.41987
223,0.047202,3.0826
339,1.8073,-0.43669
479,-0.8478,-0.37636
487,-0.98173,2.8357
25,-0.72631,3.293
164,0.90444,5.0144
456,-3.9514,1.2669
198,-0.23143,3.3863
400,-0.26324,5.6286
325,-2.5449,-0.58561
253,-2.4586,5.3539
454,0.059538,2.5764
352,-2.4714,-0.27166
470,-0.51667,-2.2528
481,0.88247,6.6194
450,0.68101,4.8372
380,-1.1124,3.0683
474,-0.54293,2.8166
386,0.16717,3.466
476,0.99128,5.2201
371,-3.7567,0.28404
118,0.45637,-1.1114
63,-1.6363,-1.4311
68,-2.5408,0.7358
465,0.77873,3.5271
193,0.37231,7.8713
2,-3.1441,-3.1124
41,-1.9608,-1.9809
477,-1.4208,-5.3157
224,-1.1342,3.7959
340,0.7761,4.3067
489,-2.1948,8.8655
331,-0.10061,-0.07091
99,-0.15251,3.1433
151,-2.3281,-0.076946
86,-1.6991,0.83369
420,-0.44186,3.3494
392,-0.7306,3.7807
356,-2.5619,5.0448
354,0.50942,5.9908
186,-2.1555,0.086596
69,-1.4944,2.3752
249,-2.4349,1.9608
383,-2.5872,-4.541
