,x,y
5,-1.9752,2.4473
14,-1.3197,3.129
21,-1.2257,-2.2176
22,-0.1333,0.91029
26,-1.3459,1.6538
29,1.0261,0.54259
30,-4.3793,-2.3908
31,-0.061365,4.5667
37,-3.1829,1.2536
40,-2.4005,2.8514
42,-0.46816,1.37
44,-1.5342,0.66962
51,-2.8048,2.1184
53,-0.7227,4.6621
55,-1.3258,4.6418
60,0.48013,2.0235
66,-1.8032,1.5266
72,-1.2894,4.7609
74,-0.93926,3.952
76,-4.1704,1.2283
77,1.3352,2.0909
79,-0.64158,-1.9949
82,3.1148,6.6406
84,-0.30402,2.5535
87,-0.60218,0.13137
91,-1.7062,-2.3918
97,0.72031,6.4101
98,-1.7492,3.5572
107,0.28223,6.5076
108,-2.8277,0.0011583
114,-2.1021,-0.19472
116,-1.27,-2.2996
117,-1.7092,-0.89732
119,-1.0279,2.6317
122,-0.077073,9.3223
123,-2.5682,-1.2128
124,0.054475,5.4869
125,-1.2495,0.78525
126,-0.017855,4.6461
128,-2.3061,0.10228
129,-1.2736,4.817
135,1.7819,2.5022
140,-1.6121,3.6225
145,0.22282,1.1228
147,-0.66942,6.2782
149,-0.59064,-1.479
154,0.59755,3.0033
156,-2.3366,-2.1629
157,0.63151,-1.8894
158,-3.8312,-1.2315
161,-0.72573,0.35175
166,-0.36268,8.0405
168,-0.67077,-0.17127
173,-0.25476,2.0736
182,-0.11825,1.2983
184,-2.1104,2.5367
187,-2.1279,1.0944
189,0.6369,7.6681
195,-1.9405,-3.2799
199,2.2043,6.0074
204,-0.37237,6.1048
205,-2.1786,2.6821
207,-0.84315,2.9187
208,-1.0109,-0.0036061
211,-3.0588,-0.20956
212,-3.9385,1.4495
213,1.2679,3.7798
214,-2.1632,1.2859
221,-0.74267,-1.3586
231,-0.16111,7.3342
232,-0.44075,9.6749
240,0.091847,0.36079
242,1.3012,4.7255
246,-0.52514,7.898
247,-1.9472,-3.0951
252,-2.6046,6.8694
254,-4.1421,1.4112
255,-0.25587,6.3807
261,-1.4112,4.1723
264,-0.8368,8.0879
265,-2.1522,4.8335
267,-1.2379,5.433
272,0.26746,1.927
273,0.081843,3.6395
275,-2.2556,0.77459
276,-1.3589,8.1
280,1.1504,-0.074975
282,-1.5262,3.6789
287,0.72906,5.6699
288,-1.7996,3.7829
289,-0.58258,4.8756
291,-0.56855,1.1831
293,-1.2097,1.0865
294,-0.70586,3.5508
296,-0.98782,-4.662
297,-0.062815,-0.89673
305,-2.428,0.14437
307,0.43892,3.3548
310,-2.5962,-1.7024
311,-0.090697,0.76907
312,0.35241,4.6752
314,-3.0798,0.53902
320,-2.5924,4.6758
322,0.6756,2.609
333,-0.0030842,2.7753
334,0.088092,1.2895
336,1.5071,2.1563
337,-1.8333,-0.91729
338,-1.9876,3.6234
343,-5.2592,-4.3115
348,-1.245,2.2664
355,-3.7817,-5.3972
357,1.678,4.9948
359,0.69312,1.0832
361,-0.19722,1.4482
364,-0.90107,2.5665
370,-0.59195,1.4199
381,-0.39664,2.1498
387,-3.2614,-1.4389
391,-0.37323,3.2217
393,-3.5405,-2.5148
395,0.37603,2.4468
398,0.67208,5.2585
399,-0.66239,0.99195
402,-1.7355,-0.58146
405,0.78611,5.9701
407,0.54626,4.4536
408,-1.3978,7.275
412,-0.9852,2.5648
413,-1.583,2.021
415,-0.19439,-0.56691
421,-0.2573,-0.13065
426,1.5686,9.1112
427,0.52901,3.6682
428,-2.3744,2.1852
430,0.84603,0.12111
436,-0.52488,4.4826
437,1.0671,0.76286
439,0.047454,3.1383
445,-0.73054,2.4764
447,-2.1915,3.1945
452,-0.4161,-0.33339
453,-1.5097,3.321
460,-1.107,5.6727
462,0.21304,6.3551
463,-0.089535,0.27791
467,0.64132,9.1265
468,-0.68439,-2.1784
472,-4.344,4.9828
485,-2.8204,-2.1499
